Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
1 no.jpeg,normal,46.40329724409448,90.58937317874636,55.71653543307086,85.63643127286255,0.7345159606333299,0.6178790214218506,0.7480925154959249,0.6245302802917898,2.237696850393701,3.588319176638353,2.3049950787401574,3.5092070184140374,4.902633220381343,5.323633104466611,4.8611875058419765,5.31301451535868,0.06339153748864139,0.055747098784172125,0.06427643751283595,0.05610094424355257,0.25177676121644227,0.23610823531628905,0.2535279817156993,0.23685637893785458,0.9693614361273066,0.9402446732306787,0.9632122126871361,0.9435117745657499
10 no.jpg,normal,53.33932086614173,89.31849463698927,44.61269685039371,88.4731849463699,0.6391877595342743,0.4817372323517547,0.6399416871741725,0.48167282371238923,3.296013779527559,5.066402132804265,3.087721456692914,5.059706119412239,5.939141006559822,6.483882364877751,5.920975170099581,6.485067012459286,0.05465470244905335,0.04848020298061802,0.05457881435782405,0.04855158634615118,0.2337834520428111,0.2201822040506862,0.23362109142332174,0.22034424509424153,0.9817791490545881,0.969376673187787,0.9847601865493592,0.9696664921666958
11 no.jpg,normal,49.59288877952757,90.11556823113645,51.68713090551182,86.49972099944203,0.8417834178618012,0.782960585986966,0.8612008266696908,0.7804133978766817,1.9343011811023625,2.6944013888027767,1.4779773622047248,2.6713373426746863,2.8321414913638057,3.0290916873714977,2.726645884240496,3.040184536453581,0.4469660252186717,0.44051222834915116,0.45176269826416615,0.44074655760446757,0.6685551773927652,0.6637109524101219,0.6721329468670363,0.6638874585383185,0.9674773695720333,0.941227960143749,0.9661039818875036,0.9435861621923695
12 no.jpg,normal,81.99470964566929,110.37497674995355,40.570497047244096,105.32097464194929,0.8050680698955058,0.7208397573659617,0.8209844368876044,0.7213834534271231,2.3484251968503935,3.1993303986607984,1.6601870078740157,3.198834397668796,3.6190437269101,3.9037544129874098,3.529015822620018,3.9017487646407725,0.2990331446971488,0.2920158155400942,0.30269387852008134,0.2917527503478344,0.5468392311247875,0.5403848772311215,0.5501762249680382,0.540141416989879,0.9822587015541655,0.976196061905319,0.9912217105308206,0.9772860295488173
13 no.jpg,normal,126.52718996062994,181.03899807799613,64.52805118110238,166.48632897265793,0.802274488774787,0.7160341419151941,0.8154302604157644,0.7136116469470022,3.2373277559055125,4.431396862793725,2.118848425196851,4.3015686031372065,3.956047694838506,4.279540073119736,3.859513571394714,4.285409753121155,0.17892316607387126,0.1704343565547444,0.18426774780795666,0.17032602643542433,0.4229931040500203,0.41283696122651664,0.429264193484568,0.4127057383117229,0.954562657157368,0.9352460252389905,0.9768272480769156,0.9404512195780933
14 no.jpg,normal,154.86872539370077,350.1416082832165,241.1222933070866,362.8945377890757,0.6639500292115439,0.5271628274372501,0.6968508410424382,0.529033124959135,4.910063976377953,8.310124620249239,5.555610236220472,8.495628991257984,5.747793082277325,6.252797949020903,5.677978382717866,6.254006927869358,0.059031866171642494,0.05176785671321977,0.059980565700877495,0.051987052080000394,0.24296474265136186,0.22752550782982503,0.24490930096849628,0.22800669305965646,0.9779886480935172,0.9503764165787386,0.9657295064772559,0.9485690162406227
15 no.jpg,normal,205.61712598425197,423.5961311922625,252.33845964566927,415.1226982453965,0.5775294434228894,0.40277875500676036,0.6006006656209564,0.40530543208695524,5.993725393700787,9.396490792981588,5.706200787401574,9.337838675677352,6.699535090971034,7.323283466757984,6.61219096518179,7.316973102610215,0.018146846718498127,0.013526855623368389,0.019032986064019007,0.013478111586392436,0.13471023241943475,0.11630501117049252,0.13796008866342108,0.11609526944019914,0.9734481052983363,0.9449552982822081,0.967414853322067,0.9460563885772805
17 no.jpg,normal,79.43885334645667,133.49469898939796,67.54982775590553,130.31235662471326,0.7151917449931584,0.5797054924502983,0.7229867320134203,0.5765913645327038,3.2955216535433065,4.99001798003596,2.929749015748032,4.969433938867877,5.057463882680686,5.510660312173703,5.01345119410924,5.517919077048702,0.10145289858450808,0.09559722200850558,0.10301767515156127,0.09556157453191584,0.3185167163344933,0.3091880043088761,0.32096366640409824,0.3091303520069096,0.9804039964751284,0.9670043164115516,0.9833367853758399,0.967790891178416
18 no.jpg,normal,124.85408464566927,169.29741459482923,59.71702755905512,172.4441688883378,0.7563041240340992,0.6445252418901223,0.7624426435817876,0.644836670673969,3.545152559055118,5.054250108500218,2.640501968503937,5.063054126108253,4.421976652842676,4.82398608601351,4.373223739772554,4.8236641851841995,0.19630806101211817,0.18856864131981102,0.1981724033028144,0.18820661002968728,0.4430666552699697,0.43424490937696786,0.44516559087918556,0.4338278575998633,0.9661473555358594,0.9541905476564425,0.9838084648319745,0.9533390810750402
19 no.jpg,normal,97.7923228346457,177.4462148924298,112.865280511811,195.6932233864468,0.7310413268691013,0.603982180093784,0.7395571398665208,0.6052198512895409,3.236220472440946,5.28228656457313,3.3939468503936996,5.314154628309257,4.934508184480196,5.389393437901362,4.899684209475904,5.3902365324083155,0.08214669230852135,0.07384031024494565,0.08349383648230185,0.07347037758121647,0.2866124426966166,0.27173573604689105,0.2889530004729175,0.27105419676001413,0.9672260060331134,0.9407706814450217,0.9621744742803617,0.9346800591151925
2 no.jpeg,normal,32.83230807086615,50.36282472564945,25.969119094488196,47.80073160146321,0.7643223458672745,0.639418160180366,0.7782562365575719,0.6400989711922456,1.6887303149606299,2.5377890755781514,1.456200787401575,2.5066650133300272,4.600742666185548,5.000487442110277,4.528465063078039,4.995252792974175,0.0823342366289225,0.07205110944414957,0.08359448829493367,0.07230838747126066,0.28693943024429824,0.26842337723110027,0.289127114423628,0.2689021894132896,0.975933446845475,0.9630373535008394,0.9809642628926761,0.9649177433114412
20 no.jpg,normal,202.18245570866142,384.03980407960813,232.04084645669298,374.4099448198897,0.6459316589143902,0.49673114669991314,0.665782495514167,0.4954154769684634,5.505167322834646,8.403248806497611,5.230807086614174,8.413788827577655,5.895967100349436,6.422698145801378,5.825354320429948,6.422348748012452,0.048925522411591704,0.03962520027464259,0.04687771326226247,0.03996760594426391,0.22119114451440344,0.19906079542351526,0.216512616866229,0.19991899845753508,0.9775629520522595,0.9572864488427545,0.9742494393020669,0.958357497941722
21 no.jpg,normal,111.99778543307086,162.62570525141052,75.18331692913387,170.18662037324077,0.7076360814852465,0.570136408645212,0.7343319059233994,0.5683575738271174,3.431594488188976,4.966581933163867,2.7835875984251968,5.04730609461219,5.315396800924388,5.7152666929590445,5.184798178755537,5.72213846305008,0.05263801067152916,0.04961694751959161,0.05756384181225392,0.049577204244618665,0.22942975106016472,0.2227486195683188,0.23992465861652054,0.2226593906499761,0.9779718729828297,0.9680750459332221,0.9852126749784992,0.966590767248041
22 no.jpg,normal,215.49766240157481,373.8756277512554,203.83784448818903,373.9154318308637,0.6788090448568809,0.5493550053058361,0.6950263907469652,0.5498606542678309,5.801919291338582,8.552173104346208,5.276574803149607,8.558125116250233,5.5713623845272195,6.075057387753208,5.514943853810383,6.075591916427559,0.08096147918370057,0.07393514979230342,0.08119205160529464,0.07374773482264428,0.2845373071913428,0.27191018699619074,0.2849421899355984,0.2715653417184238,0.9710107872533477,0.9495614882676315,0.9725792912376204,0.9495561184109537
23 no.jpg,normal,181.3823818897638,350.3413726827453,207.0942421259842,354.48273296546586,0.6124839848446724,0.4216243432626005,0.617403406738928,0.4213812428149815,5.540108267716535,8.811953623907247,5.440452755905513,9.013206026412051,6.664902419545349,7.32536989198256,6.641496272002653,7.335331673257326,0.006512656274824269,0.003851038392138162,0.00665366644453992,0.0038361966487712486,0.08070103019679654,0.0620567352681251,0.08157000946757283,0.061937037778467,0.9572641740835185,0.9155981162771923,0.9512061569178167,0.9146004076527159
24 no.jpg,normal,197.26328740157481,305.6494512989026,139.62253937007875,317.8249116498233,0.6639681445055186,0.503344389712027,0.6641648955368948,0.5024214009168225,5.2138287401574805,7.659991319982638,4.431594488188976,7.853679707359415,5.98305752619718,6.566275842402261,5.96232708229184,6.571818948643591,0.027527939638398818,0.02067762564441986,0.027474054703968787,0.0205372691109943,0.16591545931105642,0.14379716841586226,0.1657529930467887,0.14330830091447705,0.9705694492614279,0.9542612035043261,0.9791691181704064,0.9524392113467571
25 no.jpg,normal,301.615157480315,446.6505053010105,210.01021161417327,442.10589621179247,0.6881218128126706,0.5640626179394339,0.7285629384677464,0.5638307745538951,6.472563976377954,9.242358484716968,5.174950787401576,9.145266290532582,5.252169834409955,5.693644609398609,5.08603317312732,5.692690943018424,0.10959569569285625,0.09909535672503049,0.11765243470672491,0.09943735685102967,0.33105240626350424,0.31479414976303244,0.34300500682457236,0.3153368942116188,0.9692927583635674,0.954605260103698,0.9786189979043888,0.9550671455042227
26 no.jpg,normal,180.47244094488192,274.27800855601714,133.38459645669295,284.5467170934342,0.615265402268603,0.4446904221484506,0.6340368474606822,0.4432871290813352,5.259596456692915,7.773947547895096,4.62413877952756,7.8096596193192385,6.476070089722395,7.085353473997344,6.402050796106414,7.08504151654521,0.009165498311465375,0.0060088764234816575,0.00926366769725727,0.005968643036548272,0.09573660904515773,0.07751694281563004,0.09624794905480984,0.07725699344750786,0.9497610039301574,0.9228336039270733,0.9628690775052356,0.9199445672364269
27 no.jpg,normal,79.43885334645667,133.49469898939796,67.54982775590553,130.31235662471326,0.7151917449931584,0.5797054924502983,0.7229867320134203,0.5765913645327038,3.2955216535433065,4.99001798003596,2.929749015748032,4.969433938867877,5.057463882680686,5.510660312173703,5.01345119410924,5.517919077048702,0.10145289858450808,0.09559722200850558,0.10301767515156127,0.09556157453191584,0.3185167163344933,0.3091880043088761,0.32096366640409824,0.3091303520069096,0.9804039964751284,0.9670043164115516,0.9833367853758399,0.967790891178416
28 no.jpg,normal,259.9758858267716,381.27497054994114,169.29662893700785,409.2006944013889,0.5636925954365141,0.41201068251544365,0.6041747124996041,0.41103731299512847,6.4486958661417315,8.981957963915928,4.957062007874016,9.106082212164425,6.7946441032148215,7.319048336285327,6.648020598826042,7.313081416284408,0.015318433529933468,0.012083793031123788,0.014950402398363392,0.011996501207956846,0.12376765946697654,0.10992630727502761,0.12227183812457958,0.10952854060908894,0.9436293496791646,0.916612002499799,0.9632913605046305,0.9105044151400599
29 no.jpg,normal,85.41141732283464,128.8963977927956,59.317913385826785,133.9432078864158,0.7310222016431198,0.5960756172332896,0.751131620583654,0.5969832864592723,2.9857283464566926,4.468100936201872,2.4712106299212606,4.516709033418067,5.154564044527338,5.6509713220679965,5.086026203592429,5.646197673843089,0.03991735925366381,0.031823651904480325,0.03998680476609001,0.03173102074395604,0.19979329131295628,0.17839184932187996,0.19996700919424187,0.1781320317740637,0.9729132391185773,0.9589349388950421,0.9811883447643333,0.9573270773222712
3 no.jpg,normal,101.26500984251967,150.52886105772208,70.04847440944881,157.4850269700539,0.6693683232501418,0.5331041435406856,0.7032844948818349,0.5307714763613236,3.8437500000000004,5.422034844069688,2.9995078740157477,5.527931055862111,5.455299264776033,5.949257350554838,5.359077022115296,5.95959867902153,0.045964677805820454,0.039735139114397515,0.04838699283111457,0.03970812721835003,0.21439374479172768,0.19933674802804804,0.21997043626613685,0.1992689820778689,0.9501761267876022,0.9257305935923102,0.9655351210341478,0.9222984922029018
30 no.jpg,normal,273.9619832677165,440.1221402442804,220.05290354330708,453.9631719263439,0.6007349383967936,0.4119843045601068,0.6195160488342093,0.41001529088725425,6.2391732283464565,9.396862793725585,5.58550688976378,9.58732717465435,6.559218439933337,7.222440199503364,6.473602797539362,7.2269204811604695,0.005922779057472178,0.0029994025515982076,0.006393906586641299,0.0029659692278650477,0.07695959366753555,0.05476680154617583,0.07996190709732541,0.05446071270067118,0.9330622987245899,0.8878502795878509,0.9462340163168752,0.8843233771864004
31 no.jpg,normal,306.81754429133855,552.1521483042966,293.1492372047244,556.5577531155063,0.6306442197854228,0.4497387000056275,0.6205514852296404,0.4525348943825113,6.2672244094488185,9.704383408766816,6.196604330708661,9.653667307334615,6.44491879434665,7.098852494671085,6.489312063234893,7.091207655391912,0.009314495008384547,0.0051970588162144745,0.008406730924789975,0.005238610700421847,0.09651163146680584,0.0720906291844819,0.0916882267512573,0.07237824742574143,0.9372944734069882,0.8862559343799805,0.9400879199013232,0.8853483740195235
32 no.jpg,normal,83.04404527559055,127.60964721929446,66.94500492125985,131.2925785851572,0.8013723943443881,0.6998864745367389,0.79691635380279,0.6981758467387911,2.688115157480315,3.9993799987599976,2.3478100393700787,4.010788021576044,3.754867871800056,4.113823245152193,3.7564767025913537,4.114680649710434,0.288417695304629,0.27108396786078715,0.28384183904598276,0.2709594313726417,0.53704533822074,0.520657246046559,0.5327680912423179,0.5205376368454463,0.9773890450584118,0.9654005567927793,0.9817724379295872,0.964401985153362
33 no.jpg,normal,47.986835629921266,66.68981337962677,25.47121062992126,67.84028768057536,0.7064681294514878,0.5886631297669902,0.7364247361321706,0.5875499181151089,2.693282480314961,3.666563333126667,1.921259842519685,3.7066154132308258,5.299312523725338,5.740735433447427,5.192669369480674,5.7484469986563225,0.0558132900323418,0.047312831249135746,0.05620213040963191,0.04725108098613492,0.2362483651421567,0.217515128782197,0.23706988507533366,0.21737313768295963,0.9880052562073671,0.9833196735879975,0.99363324041722,0.9830319191934966
34 no.jpg,normal,191.55868602362204,335.0836381672764,163.47342519685043,318.1021762043524,0.6112495776992879,0.4443968719991245,0.6128681785634091,0.4441682584367199,5.212844488188976,8.179428358856718,5.028174212598426,8.004588009176018,6.451553882352624,7.040125227562288,6.450861016099661,7.036060278241435,0.00900228063883862,0.005891756963004286,0.008843904833805762,0.005848667472646495,0.09488034906575028,0.0767577811235075,0.0940420375885474,0.07647658120396397,0.9202209424699563,0.8591975537835845,0.9319177007102428,0.8663331793778045
35 no.jpg,normal,135.50812007874018,178.35513671027346,79.72502460629923,194.90110980221962,0.746639314514848,0.641370886844518,0.762410613427448,0.640918576466169,3.762918307086615,5.070866141732284,2.8603592519685046,5.235786471572944,4.38777775679197,4.730060548945329,4.312479196580839,4.7278973722773,0.20675103282579624,0.20085753179132373,0.20948491134042824,0.20081194369097147,0.4546988375021386,0.44817131968849117,0.45769521664578083,0.4481204566754027,0.9490234688891366,0.9330589302086995,0.9700084010109813,0.9268488195276028
36 no.jpg,normal,51.78998523622046,72.35575671151344,33.42347440944882,82.75615351230705,0.7211169509659396,0.5987076757413202,0.7429321975480438,0.5985078217091055,2.5981791338582667,3.7031434062868134,2.055979330708662,3.8438836877673768,5.155350089079158,5.567076362779399,5.070778545416831,5.58248054510588,0.05886810546814449,0.05277481960506735,0.06075969769127042,0.05233946372164554,0.2426275035278245,0.2297277075258171,0.24649482284881852,0.2287781976536347,0.9804361597825049,0.9726933221901081,0.9873741707035152,0.96876826774466
37 no.jpg,normal,183.7878937007874,288.20633641267284,143.8168061023622,293.1446462892926,0.7813478597116134,0.6925147216882634,0.7992214580324578,0.6938091710672716,4.494094488188977,6.650877301754604,3.867125984251968,6.7304854609709235,3.8077228156107332,4.131120940435879,3.748695314980795,4.127422548480888,0.3161358414391633,0.3078987565997947,0.3171111475889944,0.3081133506801702,0.5622595854577878,0.554886255551347,0.5631262270477148,0.5550795895006141,0.959381101791543,0.9365757825912256,0.9682150979038493,0.9354890318863482
38 no.jpg,normal,76.33845964566929,111.30163060326119,56.197834645669296,118.42420484840966,0.6928495027163782,0.5377616169878249,0.699876895816462,0.5372355132180848,2.939714566929134,4.43003286006572,2.6967273622047245,4.5452290904581805,5.691691248271888,6.239481291921653,5.6728190897589785,6.241451177530242,0.02149194905079263,0.01657234023129463,0.020986372172939662,0.016812374005428767,0.1466013269066574,0.128733601795703,0.14486673936048836,0.1296625389440943,0.9612212118617666,0.9432654688157135,0.9714523461218999,0.9396348309855794
39 no.jpg,normal,172.24680118110228,259.2893545787091,143.9950787401575,269.3580507161014,0.7372721402542688,0.6141551154996155,0.7529253891289436,0.6146374096209983,4.121801181102361,6.11011222022444,3.718873031496064,6.142228284456568,4.820028568920221,5.218252709262585,4.766507567221962,5.213615062277051,0.09447826116111216,0.08684320158645892,0.09626080635217912,0.08669668694040095,0.30737316272100296,0.2946917060021522,0.310259256674445,0.29444301136281187,0.9559408935343078,0.9336059856747301,0.9631674175587284,0.9310277805005571
4 no.jpg,normal,85.25492125984252,165.10806621613239,106.0707431102362,158.7980655961312,0.6755478292302104,0.5252850513667434,0.6824223619203795,0.5238964190250956,3.0391240157480315,4.936077872155743,3.304502952755904,4.946741893483788,5.698549692081189,6.215446570369167,5.677754609309479,6.219739588296763,0.03776188430062407,0.03311647692177521,0.0389292228169417,0.03320514874646217,0.1943241732276869,0.1819793310290353,0.19730489810681767,0.18222279974378114,0.9762012424218804,0.9535561008133826,0.9703905432776402,0.9553310657765068
40 no.jpg,normal,127.43343996062993,223.6752433504867,134.6156496062992,238.0668361336722,0.7216315327315146,0.608553664823034,0.7391002732732107,0.6098649982840231,3.774483267716535,5.537479074958149,3.529773622047244,5.678219356438712,5.045776162205296,5.4560935237397565,4.978226153493287,5.456470029377343,0.06733552529605058,0.05809872708467592,0.0692636254657275,0.057864261366813996,0.2594908963644979,0.24103677537810683,0.26317983483870394,0.24054991450178068,0.9733054892960268,0.9532042557626799,0.9718009739009802,0.9501933490348649
41 no.jpg,normal,127.43343996062993,223.6752433504867,134.6156496062992,238.0668361336722,0.7216315327315146,0.608553664823034,0.7391002732732107,0.6098649982840231,3.774483267716535,5.537479074958149,3.529773622047244,5.678219356438712,5.045776162205296,5.4560935237397565,4.978226153493287,5.456470029377343,0.06733552529605058,0.05809872708467592,0.0692636254657275,0.057864261366813996,0.2594908963644979,0.24103677537810683,0.26317983483870394,0.24054991450178068,0.9733054892960268,0.9532042557626799,0.9718009739009802,0.9501933490348649
42 no.jpg,normal,126.52718996062994,181.03899807799613,64.52805118110238,166.48632897265793,0.802274488774787,0.7160341419151941,0.8154302604157644,0.7136116469470022,3.2373277559055125,4.431396862793725,2.118848425196851,4.3015686031372065,3.956047694838506,4.279540073119736,3.859513571394714,4.285409753121155,0.17892316607387126,0.1704343565547444,0.18426774780795666,0.17032602643542433,0.4229931040500203,0.41283696122651664,0.429264193484568,0.4127057383117229,0.954562657157368,0.9352460252389905,0.9768272480769156,0.9404512195780933
43 no.jpg,normal,182.1599409448819,274.246884493769,125.52620570866144,265.11067022134046,0.8031510985289392,0.7034042737861841,0.8193986636852555,0.7042465654175402,3.327632874015748,4.892801785603572,2.6540354330708666,4.864653729307459,3.985069021909744,4.316145145420164,3.8937459528087786,4.3120002930448695,0.2120729832279977,0.2028798202304694,0.2143336150685974,0.20309046074103063,0.46051382523003337,0.4504218247714795,0.46296178575407,0.4506555899365175,0.9846670487259828,0.9770131723008142,0.9894340809194401,0.9777789515864779
44no.jpg,normal,142.10802165354335,196.9559179118358,79.21985728346459,200.8960257920516,0.7172706315951026,0.5802011860769692,0.7200365486989021,0.5815175312798548,4.0513041338582685,5.826895653791307,3.213336614173229,5.847603695207391,5.173706706239607,5.634435277903475,5.151454917576745,5.629212667275802,0.07742668311264359,0.07025161244816877,0.07889067352841737,0.07008143019944048,0.27825650596642587,0.2650502074101599,0.2808748360540997,0.26472897499034836,0.9674614068578394,0.9546666378053936,0.981860962703351,0.9537597428031341
45 no.jpg,normal,190.34534940944883,300.5056730113461,179.44389763779526,334.34757269514546,0.7048425221019337,0.5667066383774235,0.7072673931983868,0.567155343877196,4.977116141732283,7.7021514043028105,4.924950787401575,7.809163618327238,5.235173332244507,5.732990041466304,5.247652333481529,5.725756493922018,0.1496578984979259,0.13882879294061648,0.14596778235304525,0.13874498571738783,0.3868564313772306,0.3725973603511121,0.38205730244695657,0.3724848798506965,0.9823333289287504,0.9721176631508113,0.9833451338572469,0.9689776517255881
46 no.jpg,normal,163.10236220472444,286.1492962985926,177.94697342519686,302.0807241614483,0.7639556362852422,0.6624645826456549,0.7723166356759822,0.6613612026244756,3.8004429133858277,5.930187860375721,4.003690944881891,6.159092318184637,4.15578048230236,4.530048079435289,4.1340018829614165,4.547427817204724,0.25198288952486114,0.24347343561076856,0.2520886329614457,0.24365528252415547,0.5019789731899745,0.493430274315195,0.5020842887020521,0.4936145080162813,0.9786763460877217,0.962663872684928,0.9767355933736047,0.9605851752123411
